"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"15131775736","","","","","2010-05-31 21:00:55 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Flying through @msuster's stomping grounds while he's hanging with #goap half way to Maui. #LAXChilis"
"15106050112","","","15090117128","818340","2010-05-31 13:04:48 +0000","<a href=""http://dev.twitter.com/"" rel=""nofollow"">API</a>","RT @marshallk: reports allege that 600 person aid #flotilla aimed for Gaza has been boarded by Israeli army & 15 activists killed http:/ ..."
"15105521433","","","","","2010-05-31 12:54:58 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Thanks guys! @hymanroth @egoboss @dgentry vaca in Maui, flight out of JFK in a few. Brother Ron house sitting dogs :), he's incredible"
"15105292386","","","","","2010-05-31 12:50:29 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","?@falicon: http://fluidbrowser.com simple web-based admin for FluidDB. v1 is ugly & clunky but WORKING! Will pretty up soon!? groovy"
"15099777762","","","","","2010-05-31 10:44:48 +0000","<a href=""http://identi.ca"" rel=""nofollow"">identica</a>","I?m Married! http://bit.ly/a0t9O1"
"15084192017","15083925675","17755042","","","2010-05-31 03:58:42 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@wmougayar took a while but the ipad is showing that Tablets are incredible browsers. Looking forward to easier file copying"
"15077410659","","","","","2010-05-31 01:44:10 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","?@manielse: RT @jonsteinberg mystery of ice coffee pricing http://bit.ly/9gpegi? I make iced coffee at 7-11 in double gulp cups & pay extra"
"15072849637","","","","","2010-05-31 00:10:10 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Thanks for all the kind thoughts @dgentry @falicon and coming by with fam @jimocz getting married was surreal"
"15034543201","15003249665","87133189","","","2010-05-30 10:59:32 +0000","web","@dpinsen thanks for the reference Dave, not sure it's what Steven's looking for but it could be :D"
"15034472734","","","14984601753","87133189","2010-05-30 10:57:32 +0000","web","RT @dpinsen: @VictusFate Pretty soon, you'll have a wife who will demand you stop tweeting about carried interest on your honeymoon. :-) ..."
"15034350325","","","","","2010-05-30 10:54:02 +0000","<a href=""http://identi.ca"" rel=""nofollow"">identica</a>","Like Features, Like Dueling Banjos http://bit.ly/dbZb1j"
"14984425557","","","","","2010-05-29 16:22:50 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","RT @fredwilson: Why Taxing Carried Interest As Ordinary Income Is Good Policy http://bit.ly/ab0p3D"
"14981572910","14980707295","12735452","","","2010-05-29 15:34:58 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@falicon honorable mention for awesome idea. The implementation will improve as users nag you (like me :)"
