"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"4506840225","","","","","2009-09-30 20:52:58 +0000","web","How far have you fallen out of sync with pop culture? I had no idea who Lady Gaga was and thought the song was club music from the 90s"
"4504152535","","","","","2009-09-30 18:52:06 +0000","web","Steve Blank's Customer Development Model is a must read for anyone interested in startups or venture investing: http://bit.ly/ux92z"
"4498794504","","","","","2009-09-30 14:56:28 +0000","web","Part 2 of the Mixable Web is ready for us to sink our eyes into, be sure to check out http://bit.ly/8ur96 Thanks for building it @hymanroth"
"4496996641","","","","","2009-09-30 13:33:10 +0000","web","You can vote here: http://bit.ly/Tdn8r add in Brian St. Pierre (my coworker's son's teacher)"
"4496947099","","","","","2009-09-30 13:30:48 +0000","web","Support Education by Giving Awards to teachers :D, & vote for Mr. St. Pierre's class! http://www.teacherpoweraward.com/index.cfm"
"4496159965","","16498291","","","2009-09-30 12:48:42 +0000","web","@victusfate has earned a #TweetGrade of A+. http://tweetgrade.com/victusfate"
"4496021732","","","","","2009-09-30 12:40:43 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","I disagree with FredWilson, brief meaningful comments are impossible ;) RT @fredwilson: some thoughts on comment length http://bit.ly/2hffUq"
"4495002866","","","","","2009-09-30 11:33:54 +0000","<a href=""http://friendfeed.com"" rel=""nofollow"">FriendFeed</a>","There's no escape, Happy Hump day (wednesday is the middle of the week you perve!) [pic] http://ff.im/8YoKa"
"4494545053","","","","","2009-09-30 10:59:33 +0000","web","RT @tweetmeme Satisfy the Interface, Dev/User Tip #1 http://retwt.me/qTO0"
"4470376102","4469718934","3839","","","2009-09-29 13:58:05 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@davewiner perfect timing, you brought some great weather with you. Besides a flu I have been loving the past week or so"
"4469144008","","12454882","","","2009-09-29 12:53:10 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@louisgray @scobleizer @fredwilson have you seen what iter8r is working on? Similar profit split as squidoo but as collaborative filter"
"4468914610","","","","","2009-09-29 12:39:40 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Iter8r.com sounds like the future of social distributed business, freakin' dynamite design! http://iter8r.com/about/concept/"
"4468821838","","","","","2009-09-29 12:33:54 +0000","web","Familiarity Breeds Friendship, we are creatures of habit, shake things up by introducing yourself http://retwt.me/oSou RT @tweetmeme"
"4467747451","","","","","2009-09-29 11:20:11 +0000","<a href=""http://friendfeed.com"" rel=""nofollow"">FriendFeed</a>","Howdy ff, good morning & happy Tuesday [pic] http://ff.im/8UrrR"
