"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"6217745377","6208182475","13348","","","2009-12-01 00:08:05 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@Scobleizer I'm digging tweetie 2, what's your take?"
"6215107672","","10583402","","","2009-11-30 22:37:32 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@nk howdy can you point me to who's in charge of whitelisting stream API?"
"6215062372","6212836127","13348","","","2009-11-30 22:35:57 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@Scobleizer Ty my social routing friend. Will do."
"6212759246","","13348","","","2009-11-30 20:53:25 +0000","web","@scobleizer I'm sure your current lists would cause us to crash http://imm.victusmedia.com/"
"6212705790","6208556581","13348","","","2009-11-30 20:51:23 +0000","web","@Scobleizer heyo Robert, are you aware of who I could talk to about getting a project white listed on the streaming API.Our lists are capped"
"6206901774","6206263109","25843503","","","2009-11-30 17:09:13 +0000","web","@shanacarp I just heard from @scepticgeek about the new tweetdeck, haven't read up on it. I still have to upgrade tweetie (tweetie2 is out)"
"6206782993","","","6206585569","3839","2009-11-30 17:04:46 +0000","web","RT @davewiner: Making money with ads? Not much longer. http://r2.ly/nxve"
"6206775863","6206585569","3839","","","2009-11-30 17:04:31 +0000","web","@davewiner Ha, I hadn't considered that if I make ads personalized/relevant enough they cross the gap to welcome information. #Imadope"
"6206686115","","64716871","","","2009-11-30 17:01:16 +0000","web","@Tweeaks did we bump into each other in wave space?"
"6206233053","6206173881","28520903","","","2009-11-30 16:44:37 +0000","web","@ScepticGeek can't wait to grab the new tweetdeck later"
"6206223752","","","6206173881","28520903","2009-11-30 16:44:15 +0000","web","RT @ScepticGeek: New Tweetdeck also has Quick Profile lookup, exactly what I was missing in earlier versions."
"6201193522","","","","","2009-11-30 13:31:30 +0000","<a href=""http://friendfeed.com"" rel=""nofollow"">FriendFeed</a>","Good morning guys and gals. Happy Monday :) [pic] http://ff.im/cddfe"
